"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"Monthly","Bank Transfer","Yes","Fiber Optic",66.6,2020-09-02,3,114.52,33,"No","-1.6988518845034","","","-1.6658654761472","","-1.70911760374374","-1.97850085860894","-1.43806270722696","-1.34632617060593","-1.72576276476826","-2.08982165057531","-1.57854787903229","-1.13535427775014","-1.52572834240247","-2.05197388911084","-1.32049276594315","-0.992124861550364","-1.77910558470664","","-1.59054114862926"
"Monthly","Check","No","DSL3",40.23,2013-06-25,2,249.5,55,"No","-0.972539335647468","-0.525877525533374","-0.619162475532884","-0.602716408178682","-1.17865844122519","-0.863123711916856","-0.372784974468615","-0.872671021967176","-0.591059455333893","","-0.388092253578542","-1.16001509307474","-0.399908751954184","-0.523591871267106","-0.526249525376225","-0.131932496834956","-0.76190902732406","-0.450003918944136","-0.4708807738459","-0.733041352523697"
"Monthly","Check","No","DSL3",59.1,2017-02-17,2,328.45,46,"Yes","-1.04405421534679","-0.446950330545529","","","-0.423934360864865","","-0.479477768364213","-1.04764570447312","-0.690414721075188","0.323217890502093","-1.35122923223099","-0.445380355018115","","-0.0272219528185616","-0.396286102150509","-0.282361026617095","-0.281136490648385","-0.350232329758819","-0.0275781881156533","-0.282258656175249"
"1-Year","Bank Transfer","No","Other",91.77,2013-11-15,2,144.83,42,"Yes","0.329966790511748","0.213131495232852","0.0404177930255581","-0.133930257105751","-0.0502516966698628","0.105914568483864","0.134235535347379","0.265708725242436","-0.186392573182477","0.581788392727792","0.173536073122483","0.401243689346551","0.113258079003179","0.196799368511887","0.358256186309895","0.230709023709706","0.357350641650625","-0.110718311125586","0.401009039548753","0.636412621628032"
"1-Year","Credit Card","Yes","Fiber Optic",52.85,2012-05-25,3,260.98,27,"No","-0.168688968675514","0.140184847734607","0.265694661607457","0.390787806023193","-0.0221306284873462","0.27229189341126","-0.257413910610685","0.127447014887706","-0.159300174658283","-0.112693178298277","0.260620930090485","0.0841504276873764","-0.0788072546300027","0.68629832924223","-0.106617179842534","0.101589906681821","-0.440150212075982","0.349577009730312","-0.101980586240898","0.481034140601595"
"Monthly","Credit Card","Yes","Fiber Optic",64.29,2019-09-04,4,135.8,61,"No","-1.32028453359701","-1.41363073237604","-0.457931389958163","-0.80350429929308","-1.8081055704031","-0.894571664339641","-0.808269871832326","","-0.95302995347322","-1.10542905522155","-0.963227293662259","-1.08247314086712","-0.717980424244172","-1.39125128476764","-1.2765080385574","-1.41412256730454","-0.500668638192969","-0.825316474597421","-1.01112673897278",""
"Monthly","Credit Card","No","Fiber Optic",76.06,2014-09-02,3,174.15,51,"Yes","0.895535400766328","0.985225345442685","1.17961634648597","","0.949086242714873","1.7665343492853","1.3078163409781","1.70018139776034","1.03424613178826","0.899791320806356","1.62404202925962","1.45797462119393","1.08468414822772","1.47775306140042","1.53161690759946","1.00221364387255","1.61957028354062","1.14009010762909","1.76168352673704","1.1511668910988"
"Monthly","Credit Card","Yes","Fiber Optic",73.65,2014-12-21,1,206.36,55,"No","0.47464936813991","0.035094878691677","0.335544057153332","1.07873246153631","0.845002400512388","0.766978233830932","0.502042284542845","-0.203890699277926","0.470106246744721","0.682272484217421","0.554448947091163","0.343306719832432","","0.92785229138048","0.10365255356731","0.615317808530875","0.358611727320698","0.537701540838869","0.382759755484992","0.777647145141796"
"Monthly","Check","No","Fiber Optic",79.78,2013-03-09,2,271.69,31,"No","0.480824579353152","0.374871094728996","0.96210620695597","1.00003260119659","1.59271746958996","1.40845796171131","1.05029184208452","0.74536360741095","","1.35665465957448","0.506719003973257","1.11412435275888","0.316945854656471","1.23244733525448","1.17129061260094","0.948474456750165","0.84081717917692","0.678895222680592","0.973830467528679","0.826991039109255"
"1-Year","Credit Card","Yes","DSL1",34.99,2015-04-08,2,239.98,36,"No","1.28081453956364","1.00066858534041","1.11069141581906","1.26940463540782","1.26106665542155","0.529234573624837","1.11466123977085","1.13099598153183","0.974814267422641","1.00458184709445","","0.34982059094631","0.938879832383342","0.837009739493408","1.25193475211868","1.11234659885201","0.54179485393783","0.709523765500925","0.999116728741163","1.33470850298166"
"2-Year","Bank Transfer","No","DSL2",103.24,2020-05-06,4,257.25,67,"Yes","0.0981150828639186","0.247157920137288","0.344011421201782","-0.305268530994321","0.685567411528624","","-0.230159401749109","-0.890400289297993","-0.0124744348478528","-0.149974270787518","-0.0712166671051495","-0.0194251205903962","-0.363468712861175","0.384696620255652","","-0.207516868508415","-0.116205176133769","0.537538232581923","0.160918932303558",""
"Monthly","Credit Card","Yes","DSL3",92.37,2020-06-27,1,221.77,82,"No","2.73594981983011","2.3719965956387","2.96743105562882","2.5555287774159","","2.54612183384781","2.37747421779131","2.23267464087675","2.48764148257847","2.13225487326564","2.01237765332811","2.07680421702852","","3.09044489099363","","2.33198038315152","2.51576667599613","","2.98533678699634","2.24456291608564"
"Monthly","Credit Card","Yes","DSL2",42.06,2014-12-24,4,175.5,28,"No","","-1.01433529159733","-0.744317329796798","-1.3930287381357","","","-1.0423168612246","-1.23177390976092","-0.770170987702378","-0.923335043736072","-0.612265975098995","-1.30128907920835","-0.996136115232821","-1.20519503514248","-0.577959488328008","","-0.894660108709479","-0.680578739047235","-0.8033526989898","-1.075641446571"
"1-Year","Credit Card","Yes","DSL1",64.92,2018-12-12,2,154.5,52,"Yes","-0.49428221701293","-0.300547946261905","0.250227482966359","-0.575204578024994","0.16915722337728","-0.875755393591683","-0.0907905570645768","-0.588864777944037","0.18981124941301","","","","-0.098757935023154","-0.281074107235462","-0.166381554922372","0.248540387891269","-0.209013292996099","-0.667794309759785","0.312671668275721",""
"Monthly","Credit Card","Yes","DSL1",89.62,2015-07-17,3,189.13,29,"No","-0.239981800958832","-0.43309921548559","-0.668166301627592","-1.23313764567051","-0.683897739319174","-0.661152834731086","-0.440000044368896","-0.550713144372627","-0.995833781652127","-1.10662403233957","-0.775380935814025","-0.652922892252112","-0.903640878656669","-0.464214149903054","-0.413494727703643","-0.529007656469601","-0.500606073124783","-0.261364140448992","-0.644053418743721",""
"Monthly","Bank Transfer","Yes","DSL3",77.53,2010-11-19,1,222.52,40,"Yes","0.277823561188619","0.596782082568215","0.916214477188395","0.212297615692677","0.133256318268315","0.379928869276526","","0.377968230032237","0.931711746032026","0.25749602499996","0.894405321607069","","0.275257718510761","0.794496108623024","0.292291855516199","-0.325960661110915","0.477884956363302","0.932515959382019","0.468928439818296","-0.0163836173001508"
"2-Year","Bank Transfer","No","Other",59.8,2012-01-29,4,126.4,18,"No","","-2.74416272241056","-2.67553583234631","-2.48562633349982","-2.792852733744","-2.72296853990291","-2.90947063299695","-2.81210725830308","-2.10449960246228","-2.72912112598728","-2.85893004362106","-2.38831272018754","-3.13402652608234","-2.85500987902981","-2.31558915021313","-2.28907189395731","-2.02394674111835","-2.61638710192416","-2.79374972415385","-2.71489697935538"
"Monthly","Bank Transfer","Yes","Fiber Optic",74.29,2017-02-16,4,225.98,50,"Yes","-2.87835117050104","-2.41736088841422","-2.4831232171535","-2.71253327271338","-3.17016569522824","-3.02038218844809","-2.61682160456193","-2.67168382126872","-2.637135905355","-2.27002996563129","-2.75996853212079","-2.87237140789104","-2.35427144069171","-2.47353507381642","-2.82949904322446","-3.07688802422556","-2.70805136605788","-2.41501310252784","-2.49840356140826","-3.02118589316699"
"Monthly","Check","No","DSL1",54.82,2020-06-13,2,164.57,38,"Yes","1.0976603811405","1.63746067633787","1.3104205925431","1.22153878593131","1.47754996862325","1.07459713295991","1.32305844851466","0.908833435189877","1.02479288721585","1.14956820287213","0.534876509242127","1.02984244863319","1.1348374039772","1.39485066994603","0.610810589007548","1.76529773053744","1.2348001100534","1.00994492181054","1.07102506436778","1.17580773481943"
"2-Year","Bank Transfer","No","Fiber Optic",50.84,2019-08-01,2,184.78,61,"No","-0.32205338843586","-0.571535391018775","-0.431078881618652","-0.530286111883711","-0.217290194971883","-0.671418181368952","-0.980222200610294","0.0507971670944526","0.259873971584044","-0.304387027646518","-0.111623560045734","-0.718327362406704","-1.01230996765032","","-0.733480700804457","-0.226614380032272","-0.691355179321356","-0.244359269908071","-0.388094818676384","-0.63341760973293"
"1-Year","Credit Card","Yes","Other",70.29,2013-01-26,4,158.26,42,"No","0.7921055232101","0.00328350770196853","","","-0.0931608419398095","0.257205890165455","0.430466734096048","0.226612311163035","-0.212873841402556","0.0777944000606365","0.050776852816585","0.352894350680412","-0.0978937911809942","0.175834712780169","-0.0177155450237679","0.202113972860889","0.561442790280547","0.0703671255111113","","0.671660003289475"
"1-Year","Credit Card","Yes","DSL3",61.86,2019-10-26,2,143.68,32,"No","0.377901616650781","-0.740437975586506","0.00423907858395789","-0.0235284279065002","-0.779174704053906","-0.218662176912342","-0.212149943170185","-0.164386885705427","-0.571834368195173","-0.30511456034173","-0.162244140291455","-0.083314694981448","0.259058158739261","-0.303496989961927","-0.346282399679226","","-0.191184984030962","-0.19537060447133","-0.0514071240606598","0.0847238672119484"
"Monthly","Credit Card","Yes","DSL3",51.96,2015-11-20,4,111.29,18,"No","","-0.682255814800482","-0.383008342142635","-0.121225879148245","-0.22596702105892","","-0.210410583651986","0.290129782868716","-0.108250848362075","-0.0419759314021962","","-0.574322788082331","","-0.0379218527609637","-0.540554664252578","-0.169007699619867","0.0794443225296548","-0.0207207200143588","0.0962159318305696","-0.370707615963278"
"Monthly","Credit Card","No","Fiber Optic",74.73,2013-11-07,1,183.46,94,"No","-0.554851246286915","-0.242404559728113","-0.629789410546394","-0.153519782263411","","-0.288090958779024","-0.0736075573316078","6.99756393749259e-06","-0.544617912021975","","-0.180500822645489","-0.412737679739596","","-0.581558996222189","-0.026714630887776","0.196245478688232","-0.0297088443562186","-0.100926623066123","-0.457690700948505","-0.7348577317078"
"Monthly","Credit Card","No","Other",44.17,2019-05-31,1,287.33,50,"Yes","-1.08834872717635","-1.29228913143111","-1.31705954212339","-1.45690618503472","-1.81876657256358","-1.83228137849807","-2.31959556365272","-1.45384830568123","-1.61936766215933","-1.37973727564214","-1.79970293873548","-1.54822623928866","-1.41412985650333","-2.16455965770326","-1.98522556701995","-1.8468675948087","-0.792916887666527","-1.88763428759582","-2.09141054925945","-2.17282696788526"
"Monthly","Check","No","Fiber Optic",94.19,2014-12-27,3,128.83,74,"Yes","-1.91635297669973","","-1.07723744599045","-1.93209622569738","-1.70928502866253","-0.988503813451332","-1.22486534927965","-1.37328740093261","-1.66114469949679","-1.33576239369375","-0.965448430929968","-1.46860035595997","-0.441885747227225","-1.43846528139139","-1.55953185883802","-1.16569637109535","-1.23661074126005","-1.1721924374131","-0.829858820793635","-1.86563541767417"
"Monthly","Credit Card","No","DSL2",78.59,2014-06-27,1,192.22,39,"Yes","1.60391142020259","1.54076683421309","1.65705674031222","1.58282929403968","1.99023855410954","1.58471429503995","1.64421702470195","1.60260764139424","1.45378109565375","2.04086400683418","1.46504742123183","1.90239968421869","1.79961012498226","1.32296782493954","1.63300841248162","","1.30130208380141","1.42125125438308","","1.33581782145738"
"Monthly","Credit Card","No","Fiber Optic",60.03,2019-11-09,4,237.86,80,"No","-0.620205630461113","0.142519071099604","","-0.0249841536727219","-0.062264936315636","-0.190067464853438","0.184550114783891","-0.210245290048416","-0.420803106862447","-0.575170047352884","-0.533866324617377","-0.244886002327275","-0.459343690231731","","-0.747003711406545","-0.464166669546821","","-0.224804443486127","0.037268447530742","0.465666083587838"
"2-Year","Check","No","Fiber Optic",72.4,2014-02-15,3,135.89,56,"No","-1.93685771625973","-1.80181095395607","-1.70245293698034","-1.43927612901711","-1.42765643139478","-1.98032169167939","-1.77588365744003","-1.38975213079241","-0.978666596843018","-2.04204285956659","-1.43633664880141","-1.6957063788665","-1.10643207863827","-1.40584716204758","-1.28805568954482","","-1.5308306013223","-1.92330177846671","-1.62419334439784","-1.58382309091127"
"Monthly","Bank Transfer","Yes","Fiber Optic",62.12,2016-09-14,2,186.75,50,"No","-1.2259335357403","-1.15629615406202","-1.3400805168354","-1.67120557126433","-1.86576620518456","-1.41814311874021","-1.13229617339487","-1.01088841244457","","-1.04045955834374","","-1.14373532406643","-1.40397954140565","-1.49469574874124","","","-1.32244320088313","-1.84236659127564","-1.73715759506872","-1.1505259190941"
"Monthly","Credit Card","No","Fiber Optic",89.19,2016-02-26,4,215.24,18,"No","-0.704388847874778","-1.05712657291062","-0.977869276215592","-1.04382612795485","","-0.8812204547665","-0.0597844698572052","-0.35765397753554","","-0.877267174732601","-0.366323100492423","-0.923389717707804","-1.06945766953984","-0.783772560972635","-0.301439965969245","-0.520279041845499","-0.734058120921963","-0.56310926697568","-0.939314607749782","-0.547705707165668"
"Monthly","Check","No","Other",55.93,2019-08-12,1,204.5,62,"No","0.780678857641678","0.889359250455171","0.692777796043461","0.871070379169973","1.45352563041153","1.16403302127182","1.48391655066647","0.491648997294899","1.46879120645694","0.889597983594571","1.09462461200542","1.50202328481505","1.40188924840999","0.701245191225798","1.51531082836877","1.50347284540112","1.60136397690723","0.904809749529814","1.09053107617031","1.27257505773886"
"Monthly","Credit Card","Yes","DSL2",52.71,2018-04-22,3,197.55,43,"No","-0.40142066614302","-0.918053939843628","-0.147659394343474","","-0.260412220980817","-0.0817386110185162","-0.495813342746492","0.395783884977144","-0.0539263661563074","","0.359959628513246","","-0.293753926521272","0.0708616713047896","-0.254813145204753","-0.53034412604451","","-1.14181229476724","-0.441657581989175","-0.543787765463192"
"Monthly","Credit Card","Yes","DSL2",52.28,2012-09-11,1,194.5,56,"No","1.13444880335647","0.839763920213104","0.821963926197759","0.96490287546395","0.855742496280927","0.791780819689214","0.960617655196705","0.824013970410848","0.825773198373984","0.911089668100573","0.740101872272683","0.640126990084863","0.798135187664272","0.936256917865805","0.94376803525062","1.11487472515614","1.30838422668992","0.798796064615435","1.024254726613","0.924833396266249"
"1-Year","Check","No","Fiber Optic",56.43,2012-04-26,4,215.64,27,"No","-0.0481199133511478","0.522458048431121","0.417096380604372","0.991724357580324","0.937727136439521","0.575880552069522","0.477878574680326","0.307150362846","0.527963715685548","0.425198689315229","0.149730119706768","0.649869758688592","0.662429795619431","-0.26942165434947","0.354364786398735","0.812781894058831","0.114572886037405","0.531077403955495","0.357990436798904",""
"1-Year","Bank Transfer","No","DSL2",55.42,2016-05-15,3,211.95,34,"No","-1.0551998572423","-0.966026777773746","-0.13365469185186","-0.927202707990702","-0.95205686047693","-0.828765802129767","-1.12607092183035","-1.058568325963","-1.17892246913443","-1.23101896610003","-1.22251775738026","-0.959744868562386","-0.998181625106929","-0.879878160902553","-0.726083158398497","","-0.67450394345502","-0.722998337759487","-0.739025752639954","-0.697948855230576"
"1-Year","Credit Card","Yes","Fiber Optic",83.58,2011-09-01,6,179.88,54,"No","1.38631954028197","1.0568507634133","0.466728388111747","0.602606801441583","1.55391817543234","1.15275127301278","","0.808422215101566","0.819751874725467","1.13623193327699","0.928195579734058","1.17964154494749","0.254083000921027","1.27349141217445","1.4686526242235","1.08426992706286","1.70666591893733","1.75389179688208","1.20670126598644","0.684289438262035"
"Monthly","Credit Card","No","Fiber Optic",89.45,2013-06-20,2,163.36,51,"No","-0.103733219043869","-0.680704619966406","-0.55084752479171","-0.184947063693967","-0.401042565125452","-0.0968848842640494","-0.0188389647179409","-0.168482588984396","-0.644926179916722","","","-0.235516808661875","-0.35209295284877","-0.419756417562886","-0.381577092334897","-0.260646974303472","-0.210731295240032","-0.242243192750855","0.0267904969657686",""
"1-Year","Bank Transfer","No","Fiber Optic",69.93,2011-08-27,0,183.49,57,"No","","-0.123651065095519","-0.716474104376091","-1.14675482717186","0.0763501360990541","-0.230784634805543","-0.519455447191586","-0.483664668544789","-0.36044388233462","-0.626654005746834","0.0262800891575222","-0.490121989413578","-0.595217961304408","-0.425641388139611","-0.698839610412774","-0.351039158002932","-0.287867073044376","-0.0134196950451085","-0.553162854808807","-0.236654142832554"
"Monthly","Check","No","Fiber Optic",105.22,2015-05-30,1,206.43,41,"Yes","-2.16543565855993","-1.29186367529779","-1.24566268808739","-1.78651208739372","-1.67024074149566","-2.14978783831862","-1.69680606010995","-1.35263558831964","-1.56915019562823","-2.14442794569128","-1.68540450580393","-2.18337342726186","-1.61310103664012","-1.79653532502536","-1.4519115097918","-1.71259488501018","-1.85371730392982","-1.74723312559078","-1.69671974262654","-1.8563934496321"
"Monthly","Bank Transfer","Yes","DSL2",53.63,2012-01-01,3,127.63,47,"No","1.5175929697199","1.75488751683029","0.577081375226773","0.902882011121006","0.749114927647331","0.990987734023384","0.548236876478191","0.539452276237474","0.535984717798789","0.949699917911816","","","1.0118734960838","0.458663934910268","0.676592033066232","1.29506166219532","0.911250268792017","0.902649213390853","1.54463960002126","1.29826606941532"
"Monthly","Credit Card","Yes","Fiber Optic",90.16,2012-12-08,3,181.14,42,"No","-0.306092806756166","-0.886157828325312","-0.951035680741291","-0.731134231049648","","-0.430445826217066","-0.454336101238501","-0.407394285230426","-0.93922417093635","-0.577425566119647","-0.529703410238098","","-0.39522361253542","-0.458990091406909","-0.622561918257553","","-0.587795247437024","-1.12215370989719","-0.577685465154345","-0.5885063220407"
"1-Year","Bank Transfer","Yes","Fiber Optic",55.54,2015-04-11,2,141.89,60,"No","0.331687974445293","-0.0398977195361516","-0.00552622030241257","-0.480907199544714","0.803036508114743","-0.0143765299723586","-0.120678006990586","0.52455368694133","-0.209567064266132","0.0220103926577455","0.674531066075382","0.0121022194817864","","-0.126486194344029","0.116488578972928","-0.691733254126483","0.473386933329438","0.0959178129569665","0.0730164146371744","0.601051008207769"
"1-Year","Credit Card","No","Fiber Optic",16.64,2012-03-13,3,298.96,53,"No","-0.362933804777644","-0.570837736550662","-0.297995935734264","-0.531055567649602","0.15412981241195","-0.419664292454585","-0.878056670386844","-0.480091086192625","-1.13907543866948","-0.476401852146209","-0.521461686022856","-0.0103951135004601","-0.606610469806877","-0.431798044436702","-0.269060991635601","-0.297791153852398","-0.58287465358071","-0.154551530682899","-0.668279822708427","-0.285131886013205"
"Monthly","Bank Transfer","Yes","Other",85.71,2017-10-20,3,204.56,24,"No","0.509647363745859","0.969309923698952","1.075203425619","1.00535730778938","1.14768078594806","0.613606246161475","0.953956123094042","1.47928606277589","1.35018049777073","1.03626864094211","0.890823285079383","1.28780538840597","1.08549476144081","0.970041772737942","1.3837242613564","0.773808199054681","0.763560513357636","0.641732682159592","","0.893827507380517"
"2-Year","Bank Transfer","No","Fiber Optic",104.17,2020-09-26,0,241.56,37,"No","0.347449293239768","0.855027084840378","0.346182120313472","0.646261739106095","0.253956443780173","0.185532353218721","0.480876690206801","0.165982827866265","0.622757537035086","","0.546130537715842","0.263079545901521","0.041241810695175","0.419266434117519","","1.0178733729021","0.620493095009879","0.0478204713408767","0.536636948070598",""
"Monthly","Credit Card","Yes","DSL2",32.21,2019-09-08,4,189.39,28,"Yes","-1.38736254473631","-1.9641524813233","-1.74756988516678","","-1.97585900401882","-1.24297845609676","-1.64323346171593","-1.87672831383269","-1.10963547676913","-1.59708967621857","-1.72855871446699","-1.72772173816743","-1.94992493997699","","-1.30210753918258","-1.76129152264317","-1.96900709439253","-1.94161704491245","-2.30919157478761","-1.03986667925154"
"1-Year","Bank Transfer","Yes","Other",43.77,2020-09-27,2,247.21,40,"No","-0.155199395414868","-0.0208459959264258","0.178169551703196","-0.516763813615845","0.295093109437019","0.202977752709778","","-0.0307348592327917","-0.226618179877542","-0.0490607764802414","0.349966235270268","0.271599591234233","-0.341265758141773","-0.705305502356486","","0.448154746418283","-0.271206846876995","-0.278540412112817","0.144956128987895","0.142811404365332"
"Monthly","Bank Transfer","No","Fiber Optic",72.42,2010-12-02,0,165.36,74,"Yes","-0.0573205258126396","0.0221668751193795","-0.442413309474054","-0.940727919175686","-0.457229176481965","-0.610218080783948","-0.387924941864438","-0.694959198259592","0.190519823325693","0.0195284412188253","-0.465948422463462","-0.633335526142594","-0.221564136903165","0.250178372457933","-0.226048334677163","0.136105655570252","-0.548752987071","-0.746392817559517","-0.204760357941923","-0.286872925473244"
"1-Year","Credit Card","No","DSL3",84.64,2017-08-17,4,244.92,44,"No","0.0845581799659589","0.96127946660339","-0.0200933607210713","0.508453514822914","0.320699487137778","-0.647576640379786","0.0356010533366342","0.364277534306966","-0.201213433081057","0.887733937733813","-0.206106143326669","0.12825816968866","0.23916407988957","-0.154354745868755","0.0155420399993118","-0.0754852011593893","0.338426631570636","0.057825344482395","0.0992145537428692","0.875874156253227"
"1-Year","Credit Card","No","DSL3",48.35,2011-01-28,3,182.33,45,"Yes","-0.239145764512138","-0.430572159228937","-0.645605333236857","-0.359505203516796","-0.70939077319344","-0.380380288344804","-0.468562881466403","-0.540941018809444","-0.31731959180466","-0.431630344119125","-0.368959756667829","0.0540990471537184","-0.569468311646184","-0.546566890376922","-1.19225291372293","-0.761907134369479","-0.0841189882539836","-0.41045943571757","-0.513853184355882",""
"1-Year","Bank Transfer","No","DSL1",46.28,2010-01-24,1,129.8,23,"No","-0.396668745800786","-0.509598688048087","-0.47605568329205","-1.02679598727532","-0.377008663596343","-0.585976448460164","","-0.586803674280997","-0.81816639997803","-0.291113277216458","","-0.301956580555499","-0.792355805359057","-0.0528609812556435","-0.774327741619649","-0.68000482278791","-1.06146453026438","-0.622207572627368","-0.142348901951399","0.0306996882585937"
"Monthly","Bank Transfer","No","DSL3",49.66,2018-09-06,8,295.65,43,"No","1.22613422001903","","0.830053029928409","0.768800636555692","0.594299425666785","","0.141966474601469","0.193471505445445","0.863471616597247","0.298973485395083","0.825169886526075","1.10943447247189","0.91298879812579","1.22589486793211","0.320261336449889","1.0011108796279","0.696400936857054","0.7697994743004","0.767440785397255","0.852269566821924"
"1-Year","Check","No","DSL1",60.04,2011-09-23,4,198.71,60,"No","0.10799002049096","-0.362030829243082","0.0386892649642004","0.27163795327837","-0.0779459154464247","-0.0950600838482012","0.152322593954652","-0.0970615647722478","-0.109946388936658","-0.117596309230171","0.377607770481786","","-0.271264956437708","-0.157360377501131","0.605286010800501","","-0.29666569779079","-0.310781670758979","0.13963584736325","-0.748817316741225"
"1-Year","Bank Transfer","No","Fiber Optic",68.97,2010-11-21,2,209.72,33,"No","-0.54443094831693","","-0.144344808885152","","-1.33554680245648","-0.31731410496508","-0.651702944158858","-0.0128688551099412","-0.767126183320479","-0.499177513316424","-0.507772819841624","-0.100439087003115","-0.557312147977269","-0.537384360385442","-0.145901092926118","-0.291378273066726","-1.05177011961017","-0.513432888698047","-0.81806764720004","-0.60732225062045"
"Monthly","Check","No","Fiber Optic",48.12,2010-03-18,0,119.03,49,"No","0.577064154631573","1.01911996315197","1.18470935753808","0.51355955014515","0.449722801775254","0.590621167904726","","0.282807724869426","0.639294119507802","-0.149146457397166","0.590324554108727","0.704341033780573","","0.794374145125703","0.878081454567887","0.699130119969134","0.392194399276778","0.326839466311236","0.539602438863602","0.583671055289617"
"Monthly","Credit Card","Yes","Fiber Optic",77.69,2014-08-09,5,198.84,59,"No","-0.978516594599247","-1.00823939811604","-1.42316402792877","","-0.646969298863267","-1.50246908224724","-1.74747918882969","-0.955803372022013","-1.17788390995721","-1.17441804556156","-1.03414561300478","-0.681696913569128","-0.675541867390164","-0.884883812177379","-0.983765061074445","-0.920385835034323","","-1.75225774602924","-0.555669829538234","-0.882370202076347"
"Monthly","Check","No","DSL1",81.3,2014-01-25,4,283.85,28,"Yes","-1.13070926701332","-0.506884870478009","-1.36947740400393","","-0.999293154538642","-1.82690171027072","","-1.1690278636844","-1.03910810196131","-0.741302547474528","-1.52014705568634","-0.512541062136728","-0.698580776403463","-0.428706481481977","-0.738642235529547","-1.02549105283607","-0.963523592038054","-0.880110071135671","-1.42306402169125","-1.25801937651383"
"Monthly","Credit Card","Yes","DSL3",83.27,2010-03-17,1,140.09,68,"No","0.442157491685095","-0.134403290592705","","0.32931271938676","0.0500188019457557","0.460118991612684","0.205943108642768","-0.178094018198678","-0.0142777059983761","0.777743844146901","","0.255049023300115","0.213836069127355","0.124547310349023","0.245520383130317","0.357781767813955","-0.0682676441742935","0.57031957000624","-0.160279314894414","-0.268697993660427"
"Monthly","Credit Card","Yes","Other",47.84,2014-02-03,2,284.15,47,"No","1.09986355577691","0.722869840773696","1.5599415739157","0.862472767723545","1.22124310228905","1.29666371628379","0.531031208486434","1.45515313943904","0.902923876851066","0.479080944362461","1.2566219904151","1.26253600682192","1.14939294828006","1.20849156101549","1.09166407272262","0.653367419273812","0.986747137469364","1.12458395395882","0.61358664825562","1.24416505685138"
"2-Year","Credit Card","Yes","Fiber Optic",65.79,2011-01-10,2,118.71,18,"No","-0.309612446030502","-0.0726403918607822","-1.02634656651874","","","-0.279061748752247","0.0292868063030041","-0.794615713945497","-0.246951712247675","-0.33194496436266","-0.430240325635834","-0.397364403036351","-1.19440653257655","-0.0684643867017084","-0.468456997575881","-0.45111912512996","0.0585484840875364","-0.520589123334338","","-0.469935696329518"
"Monthly","Bank Transfer","No","Fiber Optic",72.41,2014-05-07,2,169.77,46,"No","0.415824079053866","-0.00999576772646583","0.0796823405100522","-0.303352566609647","-0.352636802036879","0.396774930740412","0.067092285146372","-0.572879218719781","-0.108593259959904","0.303508384792767","0.623718283886176","0.45426103741741","0.320644112794942","","-0.106734429172921","-0.00118486985762977","-0.165963805020513","-0.164188228542439","0.114881968467369","0.535660080404755"
"Monthly","Credit Card","Yes","Other",65.37,2018-01-24,3,176.54,42,"Yes","-1.36779188736829","-1.81526473959697","","-1.83484486216924","","-2.07225870734235","-1.67942849481122","-1.70736659588317","-1.60584069539697","","-1.59663791707118","-1.36976431887603","-1.87469421715033","-1.78439223042917","-1.64578940280804","-1.84797367928582","-1.6903237474872","","-1.67589163232356",""
"Monthly","Bank Transfer","No","DSL1",98.04,2012-05-07,2,179,40,"No","-0.140039005424272","-0.611001073931753","-0.15434912220234","-0.717778763323552","-0.759081528913975","-0.533081212377969","-1.27414246137797","-0.361973454659852","0.0901009631921177","-0.264236873456664","-0.333701975371178","-0.415319194705041","-0.760468593492292","-0.248195615260322","-0.521796786107635","-0.7657020036393","-0.404053911354428","-0.675104091110017","","-0.390435786743639"
"2-Year","Check","Yes","DSL1",82.42,2017-05-25,2,238.32,24,"No","0.724619477063159","0.444603696588368","0.545113530301808","0.22828645305454","0.831882550267668","0.455691635722112","-0.0621976091184667","0.373719869425801","0.602451843999032","0.514112144886057","0.0988730067306009","0.0918972571168834","-0.994807701938492","","0.973555898225198","-0.0487771569863161","0.129756557709203","0.432835369426729","0.517173345576719","0.723070920215944"
"Monthly","Bank Transfer","Yes","Other",57.02,2018-11-30,3,223.66,57,"No","0.506154483673134","0.631619070259929","1.10536040647977","1.14948663008452","0.842823319197527","","","1.23904691399862","1.29372170530663","0.892721853439082","0.847331788694365","1.03093873998719","1.02615918546115","0.850456130731661","","0.911959532384628","","0.983530041474385","","1.1728472273443"
"Monthly","Check","Yes","Fiber Optic",85.02,2015-05-28,6,253.71,64,"No","0.841722167880436","1.15645683933692","0.0694395207526324","1.1184076977726","0.620700886335533","0.372485220460139","0.29699244455843","0.785577392776058","0.654005208413122","-0.074025141412799","0.183864898069187","","0.892294619971883","0.609021899459485","-0.21883035098271","0.343270842194631","0.941986288187778","0.823030190604072","0.673586429982362",""
